title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	published.online	update.policy	language	short.container.title	isbn	archive	subtitle	archive_	na.
Isoflavone Supplementation Does Not Potentiate the Effect of Combined Exercise Training on Resting and Ambulatory Blood Pressure in Non-Obese Postmenopausal Women: A Randomized Double-Blind Controlled Trial-A Pilot Study	NA	http://dx.doi.org/10.3390/nu12113495	NA	Nutrients	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Juliene G. C. Dechichi, Igor M. Mariano, Jéssica S. Giolo, Jaqueline P. Batista, Ana Luiza Amaral, Paula A. B. Ribeiro, Erick P. de Oliveira, Guilherme M. Puga	2072-6643	0	9.0	1.301	A1	2020-11-13	2020-11-16	NA	10.3390/nu12113495	2023-11-24	11	2020-11-13	1968	3495	10.3390	MDPI AG	1	Crossref	66	66	3	journal-article	12	2020-11-13	NA	en	Nutrients	NA	NA	NA	NA	NA
Kinematic and electromyographic analysis of school children gait with and without load in the backpack	NA	http://dx.doi.org/10.1590/2446-4740.04317	NA	Research on Biomedical Engineering	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jéssica Garcia Jorge, Amanda Nascimento de Faria, Daniel Antônio Furtado, Adriano Alves Pereira, Eliane Maria de Carvalho, Valdeci Carlos Dionísio	2446-4740,2446-4732	0	2.3	0.328	A4	2018-02-20	2020-10-28	NA	10.1590/2446-4740.04317	2024-05-02	1	2018-02-15	530	9-18	10.1590	FapUNIFESP (SciELO)	1	Crossref	47	47	3	journal-article	34	2018-02-15	NA	NA	Res. Biomed. Eng.	NA	NA	NA	NA	NA
Kinematic variables of gait and quality of life in Parkinsonians after different treadmill trainings: a randomized control trial	NA	http://dx.doi.org/10.6063/motricidade.10809	NA	Motricidade	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Maira Peloggia Cursino, Doralice Fernanda Raquel, Camilla Zamfolini Hallal, Flávia Roberta Faganello Navega	2182-2972,1646-107X	0	0.5	0.212	B1	2018-05-24	2018-05-25	NA	10.6063/motricidade.10809	2024-06-18	1	2018-05-24	4095	29	10.6063	Desafio Singular, Lda	1	Crossref	0	0	6	journal-article	14	2018-05-24	NA	NA	motricidade	NA	NA	NA	NA	NA
Leucine Supplementation Improves Effort Tolerance of Rats With Hyperthyroidism	NA	http://dx.doi.org/10.3389/fphys.2018.01632	NA	Frontiers in Physiology	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thiago Montes Fidale, Hanna Karen Moreira Antunes, Leonardo Roever, Alexandre Gonçalves, Guilherme Morais Puga, Romeu Paulo Martins Silva, Fernando Nazário de Resende, Fernanda Rodrigues de Souza, Beatriz Montes Fidale, Frederico Balbino Lizardo, Elmiro Santos Resende	1664-042X	0	6.1	1.006	A2	2018-11-20	2022-09-06	NA	10.3389/fphys.2018.01632	2022-10-21	NA	2018-11-20	1965	NA	10.3389	Frontiers Media SA	1	Crossref	39	39	3	journal-article	9	2018-11-20	http://dx.doi.org/10.3389/crossmark-policy	NA	Front. Physiol.	NA	NA	NA	NA	NA
Life Comparison of kinematic variables of gait on a treadmill and on soil of individuals with Parkinson's disease	NA	http://dx.doi.org/10.6063/motricidade.7895	NA	Motricidade	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Késia Maísa Amaral-Felipe, Patrícia De Aguiar Yamada, Maira Peloggia Cursino, Bárbara Fernandes Rodrigues, Camilla Zamfolini Hallal, Flávia Roberta Faganello-Navega	2182-2972,1646-107X	0	0.5	0.212	B1	2017-11-08	2017-11-08	NA	10.6063/motricidade.7895	2022-03-31	2	2017-11-08	4095	18	10.6063	Desafio Singular, Lda	1	Crossref	0	0	0	journal-article	13	2017-11-08	NA	NA	motricidade	NA	NA	NA	NA	NA
Limitation of activity and restriction of social participation in relation to age range, gender, and education in people with leprosy	NA	http://dx.doi.org/10.1590/abd1806-4841.20175216	NA	Anais Brasileiros de Dermatologia	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bianca Manzan Reis, Shamyr Sulyvan de Castro, Luciane Fernanda Rodrigues Martinho Fernandes	0365-0596	0	2.4	0.429	B2	2017-07-26	2017-10-11	2017-06	10.1590/abd1806-4841.20175216	2023-03-25	3	2017-06	530	335-339	10.1590	FapUNIFESP (SciELO)	1	Crossref	0	0	7	journal-article	92	NA	NA	NA	An. Bras. Dermatol.	NA	NA	NA	NA	NA
Main prognostic factors and physical therapy modalities associated with functional recovery in patients with peripheral facial paralysis	NA	http://dx.doi.org/10.1590/1809-2950/19016727022020	NA	Fisioterapia e Pesquisa	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Angela Juliana Cappeli, Hélio Rubens de Carvalho Nunes, Mônica de Oliveira Orsi Gameiro, Rodrigo Bazan, Gustavo José Luvizutto	2316-9117,1809-2950	0	NA	NA	B1	2020-08-01	2021-01-23	NA	10.1590/1809-2950/19016727022020	2023-12-30	2	2020-06	530	180-187	10.1590	FapUNIFESP (SciELO)	1	Crossref	36	36	4	journal-article	27	2020-06	NA	NA	Fisioter. Pesqui.	NA	NA	NA	NA	NA
Não há relação das medidas angulares de quadril, tornozelo e pé com desvio medial do fêmur no plano frontal em atletas de futebol masculino profissional	NA	http://dx.doi.org/10.33448/rsd-v11i16.37601	NA	Research, Society and Development	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Diego Brenner Ribeiro, Gustavo de Mello Rodrigues, Denise Martineli Rossi, Dernival Bertoncello	2525-3409	0	NA	NA	C	2022-12-02	2022-12-02	NA	10.33448/rsd-v11i16.37601	2022-12-03	16	2022-11-29	19099	e59111637601	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	11	2022-11-29	NA	NA	RSD	NA	NA	NA	NA	NA
Needle Electromyography in the Acute Phase of Stroke: Correlation With Severity and Muscle Strength: Preliminary Findings	NA	http://dx.doi.org/10.4103/0028-3886.349656	NA	Neurology India	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GustavoJosé Luvizutto, AnaCarolina Silva Bitencourt, ThiagoDias Fernandes, Rodrigo Bazan	0028-3886	0	1.6	0.289	B2	2023-08-24	2024-02-21	2022	10.4103/0028-3886.349656	2024-02-22	3	2022	2581	1170	10.4103	Medknow	1	Crossref	34	34	1	journal-article	70	NA	NA	en	Neurol India	NA	NA	NA	NA	NA
Normative data for the numeric vertical line test: a comparison of verticality accuracy at different life stages and with different verticality measures	NA	http://dx.doi.org/10.1080/21695717.2022.2061689	NA	Hearing, Balance and Communication	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabrielly Fernanda Silva, Monalisa Resende Nascimento, Pablo Andrei Appelt, Rodrigo Bazan, Luciane Aparecida Pascucci Sande de Souza, Gustavo José Luvizutto	2169-5717,2169-5725	0	1.1	0.211	B1	2022-04-29	2023-11-20	2022-04-03	10.1080/21695717.2022.2061689	2023-11-21	2	2022-04-03	301	120-128	10.1080	Informa UK Limited	1	Crossref	45	45	1	journal-article	20	2022-04-29	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Hearing, Balance and Communication	NA	NA	NA	NA	NA
NOTIFICAÇÃO COMPULSÓRIA DE AGRAVOS EM SAÚDE DO TRABALHADOR: AVALIANDO A SUBNOTIFICAÇÃO	NA	http://dx.doi.org/10.18310/2358-8306.v7n14.a2	NA	CADERNOS DE EDUCAÇÃO, SAÚDE E FISIOTERAPIA	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anna Neri Batista da Silva, Lourdes Auxiliadora de Oliveira, Jessica Carvalho Lima, Patricia Ribeiro Marcacine, Ana Carolina Silva Ribeiro, Gabriela Rodrigues, Isabel Aparecida Porcatti de Walsh	2358-8306	0	NA	NA	B2	2021-12-17	2023-10-02	NA	10.18310/2358-8306.v7n14.a2	2023-10-03	14	2020-09-14	7653	NA	10.18310	Associacao Brasileira da Rede Unida	1	Crossref	0	0	0	journal-article	7	2020-09-14	NA	NA	Cad Edu Saude e Fis	NA	NA	NA	NA	NA
Obesidade infantil e transtornos das habilidades motoras: Revisão de escopo	NA	http://dx.doi.org/10.33448/rsd-v11i14.36608	NA	Research, Society and Development	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Verônica da Silva Carvalho, Isabella Polo Monteiro, Igor de Oliveira Loss, Nuno Miguel Lopes de Oliveira, Elaine Leonezi Guimarães	2525-3409	0	NA	NA	C	2022-11-06	2022-11-06	NA	10.33448/rsd-v11i14.36608	2022-11-07	14	2022-11-06	19099	e564111436608	10.33448	Research, Society and Development	1	Crossref	0	0	0	journal-article	11	2022-11-06	NA	NA	RSD	NA	NA	NA	NA	NA
Obesity and pelvic floor muscle function in young nulligravid: a cross-sectional study	NA	http://dx.doi.org/10.1016/j.orcp.2021.06.002	NA	Obesity Research &amp; Clinical Practice	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mariana Arias Avila, Jordana Barbosa da Silva, Humberto Sadanobu Hirakawa, Vanessa dos Santos Pereira-Baldon, Patricia Driusso	1871-403X	0	5.7	0.988	A4	2021-06-11	2021-07-12	2021-07	10.1016/j.orcp.2021.06.002	2022-04-01	4	2021-07	78	409-411	10.1016	Elsevier BV	1	Crossref	10	10	0	journal-article	15	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Obesity Research &amp; Clinical Practice	NA	NA	NA	NA	NA
OVERWEIGHT AND BALANCE IN SCHOOLCHILDREN: A CASE-CONTROL  STUDY	NA	http://dx.doi.org/10.4025/jphyseduc.v28i1.2827	NA	Journal of Physical Education	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lukas de Paula Cardoso, Karina Pereira, Dernival Bertoncello, Shamyr Sulyvan de Castro, Luiza Lara Moreira Fonseca, Isabel Aparecida Porcatti de Walsh	2448-2455	0	0.7	0.226	B1	2017-06-14	2017-06-14	NA	10.4025/jphyseduc.v28i1.2827	2022-09-30	1	2017	2451	NA	10.4025	Universidade Estadual de Maringa	1	Crossref	0	0	3	journal-article	28	2017	NA	NA	J Phys Educ	NA	NA	NA	NA	NA
PAPEL DO FISIOTERAPEUTA NO ENVELHECIMENTO ATIVO	NA	http://dx.doi.org/10.18310/2358-8306.v7n13.a11	NA	CADERNOS DE EDUCAÇÃO, SAÚDE E FISIOTERAPIA	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriela Carvalho Leão, Jhonatan Carlos Terencio Ribeiro, Angelo Piva Biagini, Carlos Fernando Ronchi, Edneia De Oliveira Salum, Marilita Falangola Accioly, Isabel Aparecida Porcatti de Walsh	2358-8306	0	NA	NA	B2	2020-07-29	2023-10-02	NA	10.18310/2358-8306.v7n13.a11	2023-10-03	13	2020-07-18	7653	NA	10.18310	Associacao Brasileira da Rede Unida	1	Crossref	0	0	0	journal-article	7	2020-07-18	NA	NA	Cad Edu Saude e Fis	NA	NA	NA	NA	NA
Parasympathetic modulation during sleep time is reduced after maximal exercise, correlated with aerobic fitness in young women	NA	http://dx.doi.org/10.1590/1980-0037.2021v23e83295	NA	Revista Brasileira de Cineantropometria &amp; Desempenho Humano	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriel Kolesny Tricot, Jaqueline Alves Araújo, Fabiula Isoton Novelli, Guilherme Morais Puga, Gisela Arsa, Lucieli Teresa Cambri	1980-0037,1415-8426	0	1.3	0.274	B1	2021-12-06	2021-12-06	NA	10.1590/1980-0037.2021v23e83295	2022-04-05	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	0	journal-article	23	2021	NA	NA	Rev. bras. cineantropom. desempenho hum.	NA	NA	NA	NA	NA
Pelvic floor muscle function and EMG in nulliparous women of different ages: a cross-sectional study	NA	http://dx.doi.org/10.1080/13697137.2018.1453493	NA	Climacteric	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D. A. S. Bocardi, V. S. Pereira-Baldon, C. H. J. Ferreira, M. A. Avila, A. C. S. Beleza, P. Driusso	1369-7137,1473-0804	0	5.8	0.801	A2	2018-04-11	2022-08-18	2018-09-03	10.1080/13697137.2018.1453493	2024-05-07	5	2018-04-11	301	462-466	10.1080	Informa UK Limited	1	Crossref	29	29	18	journal-article	21	2018-04-11	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Climacteric	NA	NA	NA	NA	NA
Perfil epidemiológico de Mães trabalhadoras	NA	http://dx.doi.org/10.18554/refacs.v8i2.4324	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Edneia De Oliveira Salum, Jéssica Carvalho Lima, Patrícia Ribeiro Marcacine, Henrique Porcatti Walsh, Shamyr Sulyvan de Castro, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4324	2022-04-07	2	2020-03-03	7811	200	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
Perfil sociodemográfico, morbidades referidas, bem-estar e trabalho remunerado de mulheres: estudo populacional	NA	http://dx.doi.org/10.18554/refacs.v8i2.4297	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marina Mendonça Emílio, Jéssica Carvalho Lima, Vitoria Helena Maciel Coelho, Lislei Jorge Patrizzi Martins, Shamyr Sulyvan de Castro, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4297	2022-03-31	2	2020-03-03	7811	177	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
Perfil, sinais e sintomas de trabalhadores com LER/DORT de Minas Gerais Notificações de LER/DORT no estado de Minas Gerais	NA	http://dx.doi.org/10.34117/bjdv6n7-291	NA	Brazilian Journal of Development	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jéssica Carvalho Lima, Patrícia Ribeiro Marcacine, Edneia de Oliveira Salum, Gabriela Souza Faria, Camila Soares, Anna Neri Batista da Silva, Vitoria Helena Maciel Coelho, Isabel Aparecida Porcatti de Walsh	2525-8761,2525-8761	0	NA	NA	C	2020-08-05	2020-08-05	2020	10.34117/bjdv6n7-291	2022-04-03	7	2020	20063	46042-46061	10.34117	Brazilian Journal of Development	1	Crossref	0	0	0	journal-article	6	2020	NA	NA	BJD	NA	NA	NA	NA	NA
Physical therapy in patients with Alzheimer’s disease: a systematic review of randomized controlled clinical trials	NA	http://dx.doi.org/10.1590/1809-2950/18037226032019	NA	Fisioterapia e Pesquisa	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Carlos Leonardo Sacomani Marques, Maria Helena Borgato, Eduardo de Moura Neto, Rodrigo Bazan, Gustavo José Luvizutto	2316-9117,1809-2950	0	NA	NA	B1	2019-09-14	2022-09-28	NA	10.1590/1809-2950/18037226032019	2024-02-21	3	2019-09	530	311-321	10.1590	FapUNIFESP (SciELO)	1	Crossref	35	35	8	journal-article	26	2019-09	NA	NA	Fisioter. Pesqui.	NA	NA	NA	NA	NA
Physical therapy management of an athlete with a Kim lesion using physical agents, manual therapy, and therapeutic exercise: a case report	NA	http://dx.doi.org/10.1080/09593985.2022.2063771	NA	Physiotherapy Theory and Practice	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Daiani Zanelato França, Mariana Viana Santos, Erica Leal Marcelino, Daniel Ferreira Moreira Lobato	0959-3985,1532-5040	0	3.1	0.561	A4	2022-04-13	2023-09-13	2023-10-03	10.1080/09593985.2022.2063771	2023-09-14	10	2022-04-12	301	2223-2233	10.1080	Informa UK Limited	1	Crossref	57	57	0	journal-article	39	2022-04-12	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Physiotherapy Theory and Practice	NA	NA	NA	NA	NA
Planejamento estratégico situacional em saúde: abordagem da saúde do trabalhador na Estratégia Saúde da Família	NA	http://dx.doi.org/10.18554/refacs.v8i2.4330	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fernanda Carolina Camargo, Gabriela Gonçalves Machado, Jéssica Carvalho Lima, Luana Rodrigues Rosseto Felipe, Gabriela Souza Faria, Ana Laura Nogueira, Sandra Cristina Romano Marquez Reis, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4330	2022-04-06	2	2020-03-03	7811	249	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
POLÍTICA NACIONAL DE PROMOÇÃO DE SAÚDE E POLÍTICA NACIONAL DO ESPORTE: UM VÍNCULO NECESSÁRIO	NA	http://dx.doi.org/10.18310/2358-8306.v7n14.a1	NA	CADERNOS DE EDUCAÇÃO, SAÚDE E FISIOTERAPIA	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agnes Ramos Guirelli, Ana Luiza Costa e Silva Cabral, Edneia De Oliveira Salum, Marilita Falangola Accioly, Adele Ferreira dos Santos, Dernival Bertoncello, Isabel Aparecida Porcatti de Walsh	2358-8306	0	NA	NA	B2	2021-12-17	2023-10-02	NA	10.18310/2358-8306.v7n14.a1	2023-10-03	14	2020-09-14	7653	NA	10.18310	Associacao Brasileira da Rede Unida	1	Crossref	0	0	0	journal-article	7	2020-09-14	NA	NA	Cad Edu Saude e Fis	NA	NA	NA	NA	NA
Prática de exames de rastreio para câncer de mama e fatores associados – Inquérito de Saúde da Mulher em Uberaba MG, Brasil, 2014	NA	http://dx.doi.org/10.1590/1413-81232018238.14762016	NA	Ciência &amp; Saúde Coletiva	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mariana Colombini Buranello, Maria Cristina Cortez Carneiro Meirelles, Isabel Aparecida Porcatti de Walsh, Gilberto de Araujo Pereira, Shamyr Sulyvan de Castro	1678-4561,1413-8123	0	2.8	NA	A1	2018-08-15	2022-08-29	NA	10.1590/1413-81232018238.14762016	2023-12-12	8	2018-08	530	2661-2670	10.1590	FapUNIFESP (SciELO)	1	Crossref	31	31	10	journal-article	23	2018-08	NA	NA	Ciênc. saúde coletiva	NA	NA	NA	NA	NA
Predictive Factors for the Risk of Sexual Dysfunction in Climacteric Women: Population-based Study	NA	http://dx.doi.org/10.1016/j.jsxm.2022.06.019	NA	The Journal of Sexual Medicine	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sandra Cristina Romano Marquez Reis, Juliana Martins Pinto, Isabel Aparecida Porcatti de Walsh, Shamyr Sulyvan de Castro, Maria Cristina Cortez Carneiro Meirelles, Vanessa Santos Pereira-Baldon	1743-6109,1743-6095	0	6.0	0.839	A1	2022-08-03	2023-04-14	2022-10-01	10.1016/j.jsxm.2022.06.019	2024-05-20	10	2022-08-02	286	1546-1552	10.1093	Oxford University Press (OUP)	1	Crossref	43	43	2	journal-article	19	2022-08-02	http://dx.doi.org/10.1016/elsevier_cm_policy	en	NA	NA	NA	NA	NA	NA
Presentation of cerebral and cervical arterial dissections in Botucatu, Brazil: case series	NA	http://dx.doi.org/10.1590/1677-5449.200242	NA	Jornal Vascular Brasileiro	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriel Pinheiro Modolo, Elaine Keiko Fujisao, Niura Aparecida de Moura Ribeiro Padula, Felipe Aranibar Soares da Silva, Gustavo José Luvizutto, Marcone Lima Sobreira, Rodrigo Bazan, Carlos Clayton Macedo de Freitas	1677-7301,1677-5449	0	1.3	0.189	B3	2021-09-29	2023-01-10	NA	10.1590/1677-5449.200242	2023-01-11	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	24	24	0	journal-article	20	2021	NA	NA	J. vasc. bras.	NA	NA	NA	NA	NA
REALIZAÇÃO DE SOROLOGIA PAREADA PARA COVID-19 EM PUÉRPERAS E RECÉM-NASCIDOS NO MOMENTO DA TRIAGEM NEONATAL	NA	http://dx.doi.org/10.1016/j.bjid.2021.102068	NA	The Brazilian Journal of Infectious Diseases	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriela Soutto Mayor Assumpção Pinheiro, Aline Almeida Bentes, Claudia Regina Lindgren Alves, Vivian M.G.O. Azevedo, Stela Maris Aguiar Lemos, Mila Lemos Cintra, Gabriela Cintra Januário, Jose Nelio Januario, Isadora de Araújo Martins, Juliana Wilke Saliba, Ana Beatriz Araújo de Souza, Laura Gregório Pires, Gabriela Lousado Mesquita	1413-8670	0	4.6	0.594	B1	2022-02-10	2023-11-24	2022-01	10.1016/j.bjid.2021.102068	2023-11-25	NA	2022-01	78	102068	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	26	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	The Brazilian Journal of Infectious Diseases	NA	NA	NA	NA	NA
Regional Myocardial Perfusion Disturbance in Experimental Chronic Chagas Cardiomyopathy	NA	http://dx.doi.org/10.2967/jnumed.117.205450	NA	Journal of Nuclear Medicine	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Luciano Fonseca Lemos de Oliveira, James T. Thackeray, José Antônio Marin Neto, Minna Moreira Dias Romano, Eduardo Elias Vieira de Carvalho, Jorge Mejia, Denise Mayumi Tanaka, Grace Kelly da Silva, Douglas Reis Abdalla, Carlos Malamut, Frank M. Bengel, Maria de Lourdes Higuchi, André Schmidt, Edécio Cunha-Neto, Marcus Vinicius Simões	0161-5505,2159-662X	0	12.9	2.122	A1	2018-04-26	2021-05-17	2018-09	10.2967/jnumed.117.205450	2024-05-28	9	2018-04-26	1602	1430-1436	10.2967	Society of Nuclear Medicine	1	Crossref	38	38	15	journal-article	59	2018-04-26	NA	en	J Nucl Med	NA	NA	NA	NA	NA
Relação entre níveis de estresse e recuperação em corredores: um estudo piloto	NA	http://dx.doi.org/10.31501/rbpe.v9i3.11021	NA	Revista Brasileira de Psicologia do Esporte	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Victor Silva Alves, Matheus Lima Zampieri, Bruno Kenji Facirolli Fukuhara, Cesar Augusto França Abrahão, Daniel Ferreira Moreira Lobato, Dernival Bertoncello	1981-9145	0	NA	NA	B4	2020-05-14	2020-05-14	NA	10.31501/rbpe.v9i3.11021	2022-04-02	3	2020-05-14	16587	NA	10.31501	Universidade Catolica de Brasilia	1	Crossref	0	0	0	journal-article	9	2020-05-14	NA	NA	Rev. Bras. Psic. Esporte	NA	NA	NA	NA	NA
Relações entre espiritualidade e comportamentos saudáveis em idosos atendidos  na Atenção Primária à Saúde	NA	http://dx.doi.org/10.5020/18061230.2022.11697	NA	Revista Brasileira em Promoção da Saúde	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Verônica Ribeiro Cardoso, Kamila Cristina Dos Santos, Vitória Helena Helena Maciel Coelho, Lislei Jorge Patrizzi Martins, Adriana Cristina De Araújo Figueiredo, Ana Paula Gomes Fernandes, Juliana Martins Pinto	1806-1230	0	NA	NA	B2	2022-08-02	2023-08-23	NA	10.5020/18061230.2022.11697	2023-08-24	NA	2022-08-01	2931	NA	10.5020	Fundacao Edson Queiroz	1	Crossref	0	0	1	journal-article	35	2022-08-01	NA	NA	Rev Bras Promoc Saúde	NA	NA	NA	NA	NA
Relações entre sintomas depressivos, dor e impacto da fibromialgia na qualidade de vida em mulheres	NA	http://dx.doi.org/10.18554/refacs.v8i2.4332	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cristiane Vitaliano Graminha, Juliana Martins Pinto, Pedro Augusto Moreira de Oliveira, Eduardo Elias Vieira de Carvalho	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4332	2024-05-27	2	2020-03-03	7811	267	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	2	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
RELATION OF COMMON MENTAL DISORDER, PHYSICAL ACTIVITY AND BODY  MASS INDEX IN WOMEN, POPULATION-BASED STUDY	NA	http://dx.doi.org/10.4025/jphyseduc.v28i1.2819	NA	Journal of Physical Education	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Isadora Ferreira Henriques, Isabel Aparecida Porcatti de Walsh, Maria Cristina Cortez Carneiro Meirelles, Gilberto de Araújo Pereira, Shamyr Sulyvan de Castro	2448-2455	0	0.7	0.226	B1	2017-06-14	2017-06-14	NA	10.4025/jphyseduc.v28i1.2819	2023-07-06	1	2017	2451	NA	10.4025	Universidade Estadual de Maringa	1	Crossref	0	0	3	journal-article	28	2017	NA	NA	J Phys Educ	NA	NA	NA	NA	NA
Relationship between aerobic capacity and pelvic floor muscles function: a cross-sectional study	NA	http://dx.doi.org/10.1590/1414-431x20175996	NA	Brazilian Journal of Medical and Biological Research	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S.P. Jürgensen, A. Borghi-Silva, A.M.F.G. Bastos, G.N. Correia, V.S. Pereira-Baldon, R. Cabiddu, A.M. Catai, P. Driusso	1414-431X,0100-879X	0	4.5	0.492	A3	2017-09-20	2020-02-07	NA	10.1590/1414-431x20175996	2024-04-15	11	2017	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	40	40	9	journal-article	50	2017	NA	NA	Braz J Med Biol Res	NA	NA	NA	NA	NA
